no	Article No	Doi Number	Used form Perovskite	Type of perovskite	Perovskite	A	x of A	A1/B1	x of A1/B1	B	x of B	X	x of X	Additional material	Ratio of additional to the perovskite	Synthesis Method of Perovskite	Dope	deope percentage (%)	cocatalyst %	cocatalyst method	cocatalyst	cocat-2 %	cocat-2 method	cocat-2	Bet Surface Area (m2g-1)	Calcination Time (h)	Calcination Temperature (C )	cat W (g)	wavelenght	Light Type	Reaction Temperature (C )	Reaction Pressure (bar)	Liq or Gas	Band Gap*	Crystal stracture	H2O:CO2	total yield (?mol gcat-1 h-1)
31	8	https://doi.org/10.1016/j.apcatb.2022.122206	Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	No		HT	none			none	none		none	none	20	4	400	0.1	365	UV	50	2	gas	2.7	orthorhombic	0.25	0.553333333
32	8	https://doi.org/10.1016/j.apcatb.2022.122206	Bi2WO6/Ti0.6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	18	4	400	0.1	365	UV	50	2	gas	2.7	orthorhombic	0.25	0.833333333
33	8	https://doi.org/10.1016/j.apcatb.2022.122206	Bi2WO6/Ti17	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	48	4	400	0.1	365	UV	50	2	gas	2.7	orthorhombic	0.25	1.066666667
34	8	https://doi.org/10.1016/j.apcatb.2022.122206	Bi2WO6/Ti35	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	50	4	400	0.1	365	UV	50	2	gas	2.8	orthorhombic	0.25	1.266666667
35	8	https://doi.org/10.1016/j.apcatb.2022.122206	Bi2WO6/Ti50	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	66	4	400	0.1	365	UV	50	2	gas	2.8	orthorhombic	0.25	1.82
36	8	https://doi.org/10.1016/j.apcatb.2022.122206	Bi2WO6/Ti75	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	88	4	400	0.1	365	UV	50	2	gas	2.9	orthorhombic	0.25	1.26
37	9	https://doi.org/10.1016/j.mssp.2022.107134	BaTiO3	titanate	BaTiO3	Ba	1			Ti	1	O	3	No		HT	none			none	none		none	none	3	2	700	0.01	320	UV		1	gas	3.19	tetragonal	0.1	61.3
38	9	https://doi.org/10.1016/j.mssp.2022.107134	1Eu(III)-BaTiO3	titanate	BaTiO3	Ba	1			Ti	1	O	3	Yes		HT	Eu	0.1		none	none		none	none	3	2	700	0.01	320	UV		1	gas	3.17	tetragonal	0.1	39.8
39	9	https://doi.org/10.1016/j.mssp.2022.107134	2Eu(III)-BaTiO3	titanate	BaTiO3	Ba	1			Ti	1	O	3	Yes		HT	Eu	0.2		none	none		none	none	3	2	700	0.01	320	UV		1	gas	3.15	tetragonal	0.1	59.8
40	9	https://doi.org/10.1016/j.mssp.2022.107134	5Eu(III)-BaTiO3	titanate	BaTiO3	Ba	1			Ti	1	O	3	Yes		HT	Eu	0.5		none	none		none	none	3	2	700	0.01	320	UV		1	gas	3.13	tetragonal	0.1	70.1
41	10	10.1002/adsu.201700048	Pt/Cu–CsCa2Ta3O10 (R-Pt/Cu-bulk)	layered	CsCa2Ta3O10	Cs	1	Ca	2	Ta	3	O	10	Yes		UT	none		1.98	impregnation	Pt	0.97	impregnation	Cu	5	4	550	0.02		visible		1	gas	3.7	tetragonal	4	0.1
42	10	10.1002/adsu.201700048	Pt–HCa2Ta3O10 (R-Pt-CNP)	layered	HCa2Ta3O10	H	1	Ca	2	Ta	3	O	10	Yes		UT	none		2.02	impregnation	Pt		impregnation	Cu	207	4	550	0.02		visible		1	gas	4.2		4	125
43	10	10.1002/adsu.201700048	Pt/Cu–HCa2Ta3O10 (R-Pt/Cu-CNP)	layered	HCa2Ta3O10	H	1	Ca	2	Ta	3	O	10	Yes		UT	none		2.05	impregnation	Pt	0.96	impregnation	Cu	205	4	550	0.02		visible		1	gas	4.2		4	120.6
44	11	10.1039/C6PP00235H	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	No		SS	none			none	none		none	none	1	4	400	0.1	365	UV	50	2	gas	3.3	orthorhombic	0.138	6.927333333
45	11	10.1039/C6PP00235H	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	No		SS	none			none	none		none	none	1.1	4	400	0.1	365	UV	50	2	gas	4.05	monoclinic	0.138	6.497333333
46	12	https://doi.org/10.1007/s10562-020-03299-5	Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	No		HT	none			none	none		none	none	176	6	120	0.02		visible			gas	2.8	orthorhombic	13.8	4.041666667
47	12	https://doi.org/10.1007/s10562-020-03299-6	NH2 s-Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	114	6	120	0.02		visible			gas	2.8	orthorhombic	13.8	3
48	13	https://doi.org/10.1016/j.cattod.2020.01.013	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	No		HT	none			none	none		none	none	4.3	4	400	0.1	365	UV	25	1	gas	3.3	orthorhombic	0.138	10.50533333
49	13	https://doi.org/10.1016/j.cattod.2020.01.013	NaNb0.5Ta0.5O3	other	NaNb0.5Ta0.5O3	Na	1	Nb	0.5	Ta	0.5	O	3	No		HT	none			none	none		none	none	4.9	4	400	0.1	365	UV	25	1	gas	3.8	orthorhombic	0.138	5.372666667
50	13	https://doi.org/10.1016/j.cattod.2020.01.013	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	No		HT	none			none	none		none	none	6.3	4	400	0.1	365	UV	25	1	gas	4.1	orthorhombic	0.138	0.275333333
51	13	https://doi.org/10.1016/j.cattod.2020.01.013	0.1Ag/NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		HT	none		0.1	none	Ag		none	none	4.6	4	400	0.1	365	UV	25	1	gas	3.3	orthorhombic	0.138	0.945333333
52	13	https://doi.org/10.1016/j.cattod.2020.01.013	0.5Ag/NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		HT	none		0.5	none	Ag		none	none	4	4	400	0.1	365	UV	25	1	gas	3.3	orthorhombic	0.138	0.033333333
53	14	http://dx.doi.org/10.1016/j.apcatb.2014.07.052	La2Ti2O7	layered	La2Ti2O7	La	2			Ti	2	O	7	No		PC	none			none	none		none	none	5.5	4	1100	2		UV	25	1	gas	4.05	plane	9.7	2.9
54	14	http://dx.doi.org/10.1016/j.apcatb.2014.07.052	La2Ti2O7	layered	La2Ti2O7	La	2			Ti	2	O	7	Yes		PC	none		0.5	chemical reduction	Ag		none	none	5.5	4	1100	2		UV	25	1	gas	4.05	plane	9.7	7.35
55	14	http://dx.doi.org/10.1016/j.apcatb.2014.07.052	La2Ti2O7	layered	La2Ti2O7	La	2			Ti	2	O	7	Yes		PC	none		1	chemical reduction	Ag		none	none	5.5	4	1100	2		UV	25	1	gas	4.05	plane	9.7	7.7
56	14	http://dx.doi.org/10.1016/j.apcatb.2014.07.052	La2Ti2O7	layered	La2Ti2O7	La	2			Ti	2	O	7	Yes		PC	none		1.5	chemical reduction	Ag		none	none	5.5	4	1100	2		UV	25	1	gas	4.05	plane	9.7	6.7
57	14	http://dx.doi.org/10.1016/j.apcatb.2014.07.052	La2Ti2O7	layered	La2Ti2O7	La	2			Ti	2	O	7	Yes		PC	none		2	chemical reduction	Ag		none	none	5.5	4	1100	2		UV	25	1	gas	4.05	plane	9.7	6.2
58	15	10.1039/c4nr03019b	Au-LiTaO3	tantalate	LiTaO3	Li	1			Ta	1	O	3	Yes		generic	none		1	precipitation	Au		none	none	1	10	550	0.05		UV			gas	4.8		0.1	0.0421
59	15	10.1039/c4nr03019b	Au-NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		generic	none		1	precipitation	Au		none	none	1	10	550	0.05		UV			gas	4		0.1	0.036
60	15	10.1039/c4nr03019b	Au-KTaO3	tantalate	KTaO3	K	1			Ta	1	O	3	Yes		generic	none		1	precipitation	Au		none	none	1	10	550	0.05		UV			gas	3.6	cubic	0.1	0.0132
61	16	https://doi.org/10.1016/j.joule.2019.06.001	RuO2/SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		sonication	none		0.4	impregnation	Ru		none	none	30	2	350	0.05		visible	150	1	gas	2.19	cubic	4	654.2
62	17	10.1039/C6CC00836D	Ag@SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		spin-coating	none		0.5	photodeposition	Rh		none	none	24	2	500	0.075	400	visible			gas	3.46	cubic	4	1.3
63	17	10.1039/C6CC00836D	Au@SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		spin-coating	none		0.5	photodeposition	Au		none	none	24	2	500	0.075	400	visible			gas	3.46	cubic	4	8.7
64	17	10.1039/C6CC00836D	Rh-Au@SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		spin-coating	none		0.5	impregnation	Au	0.5	impregnation	Rh	24	2	500	0.075	400	visible			gas	3.46	cubic	4	119.7
65	17	10.1039/C6CC00836D	Rh-Au@SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		spin-coating	none		0.5	photodeposition	Au	0.5	photodeposition	Rh	24	2	500	0.075	400	visible			gas	3.46	cubic	4	441.6
66	18	https://doi.org/10.1016/j.apcatb.2010.03.021	LiTaO3	tantalate	LiTaO3	Li	1			Ta	1	O	3	No		SS	none			none	none		none	none	0.28	20	1100	2		UV	25	1	gas	4.9		0.33	0.016666667
67	18	https://doi.org/10.1016/j.apcatb.2010.03.021	LiTaO3	tantalate	LiTaO3	Li	1			Ta	1	O	3	No		SS	none			none	none		none	none	0.28	20	900	2		UV	25	1	gas	4.9		0.33	0.00625
68	18	https://doi.org/10.1016/j.apcatb.2010.03.021	LiTaO3	tantalate	LiTaO3	Li	1			Ta	1	O	3	No		SS	none			none	none		none	none	0.28	20	700	2		UV	25	1	gas	4.9		0.33	0.001
69	18	https://doi.org/10.1016/j.apcatb.2010.03.021	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	No		SS	none			none	none		none	none	0.1	20	1100	2		UV	25	1	gas	4.1		0.33	0.004166667
70	18	https://doi.org/10.1016/j.apcatb.2010.03.021	KTaO3	tantalate	KTaO3	K	1			Ta	1	O	3	No		SS	none			none	none		none	none	0.1	20	1100	2		UV	25	1	gas	3.7	cubic	0.33	0.002083333
71	19	https://doi.org/10.1039/C5RA16870H	KNbO3	niobate	KNbO3	K	1			Nb	1	O	3	Yes		HT	none		0.5	photodeposition	Pt		none	none	12	2	500	0.1	420	visible	25	1	gas	3.3	orthorhombic	4	0
72	19	https://doi.org/10.1039/C5RA16870H	g-C3N4/KNbO3	niobate	KNbO3	K	1			Nb	1	O	3	Yes		HT	none		0.5	photodeposition	Pt		none	none	9.4	2	500	0.1	420	visible	25	1	gas	3	orthorhombic	4	0.24375
73	20	dx.doi.org/10.1021/cs500848f	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		HT	none		0.5	photodeposition	Pt		none	none	12	4	520	0.05	420	visible	25	1	gas	3.4	orthorhombic	4	0
74	20	dx.doi.org/10.1021/cs500848f	gC3N4/NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		HT	none		0.5	photodeposition	Pt		none	none	10.7	4	520	0.05	420	visible	25	1	gas	3	orthorhombic	4	6.4
75	21	https://doi.org/10.1016/j.jallcom.2019.01.325	H2SrTa2O7	layered	H2SrTa2O7	H	2	Sr	1	Ta	2	O	7	No		PC	none			none	none		none	none	5.5	1	350	0.3	200	UV			gas	3.75	tetragonal	2	0.71
76	21	https://doi.org/10.1016/j.jallcom.2019.01.325	H2SrTa2O7	layered	H2SrTa2O7	H	2	Sr	1	Ta	2	O	7	Yes		PC	none		0.3	photodeposition	Ag		none	none	3	1	350	0.3	200	UV			gas	3.75	tetragonal	2	0.62
77	21	https://doi.org/10.1016/j.jallcom.2019.01.325	H2SrTa2O7	layered	H2SrTa2O7	H	2	Sr	1	Ta	2	O	7	Yes		PC	none		0.5	photodeposition	Ag		none	none	3	1	350	0.3	200	UV			gas	3.75	tetragonal	2	0.64
78	21	https://doi.org/10.1016/j.jallcom.2019.01.325	H2SrTa2O7	layered	H2SrTa2O7	H	2	Sr	1	Ta	2	O	7	Yes		PC	none		1	photodeposition	Ag		none	none	3	1	350	0.3	200	UV			gas	3.75	tetragonal	2	0.57
79	22	https://doi.org/10.1016/j.ijhydene.2018.12.166	HST	layered	H2SrTa2O7	H	2	Sr	1	Ta	2	O	7	Yes		SS	none		1	photodeposition	Ag		none	none	3	6	900	0.2	200	UV			gas	3.9	tetragonal	2	0.46
80	22	https://doi.org/10.1016/j.ijhydene.2018.12.166	HST	layered	H2SrTa2O7	H	2	Sr	1	Ta	2	O	7	Yes		SS	none		1	photodeposition	Pd		none	none	3	6	900	0.2	200	UV			gas	3.9	tetragonal	2	16.78
81	22	https://doi.org/10.1016/j.ijhydene.2018.12.166	HST	layered	H2SrTa2O7	H	2	Sr	1	Ta	2	O	7	Yes		SS	none		1	photodeposition	Au		none	none	3	6	900	0.2	200	UV			gas	3.9	tetragonal	2	17.66
82	22	https://doi.org/10.1016/j.ijhydene.2018.12.166	HST	layered	H2SrTa2O7	H	2	Sr	1	Ta	2	O	7	Yes		SS	none		1	photodeposition	Cu2O		none	none	3	6	900	0.2	200	UV			gas	3.9	tetragonal	2	4.23
83	23	https://doi.org/10.1016/j.cej.2019.05.001	BWO-OV	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		UT	none			none	none		none	none	24	4	400	0.4	400	visible	25	1	gas	2.26	orthorhombic	4	1.01875
84	23	https://doi.org/10.1016/j.cej.2019.05.001	2BWO-OV/BOI	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	2	UT	none			none	none		none	none	24	4	400	0.4	400	visible	25	1	gas	2.26	orthorhombic	4	1.45875
85	23	https://doi.org/10.1016/j.cej.2019.05.001	4BWO-OV/BOI	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	4	UT	none			none	none		none	none	24	4	400	0.4	400	visible	25	1	gas	2.26	orthorhombic	4	1.73375
86	23	https://doi.org/10.1016/j.cej.2019.05.001	6BWO-OV/BOI	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	6	UT	none			none	none		none	none	24	4	400	0.4	400	visible	25	1	gas	2.26	orthorhombic	4	1.9975
87	23	https://doi.org/10.1016/j.cej.2019.05.001	8BWO-OV/BOI	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	8	UT	none			none	none		none	none	24	4	400	0.4	400	visible	25	1	gas	2.26	orthorhombic	4	2.29
88	23	https://doi.org/10.1016/j.cej.2019.05.001	10BWO-OV/BOI	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	10	UT	none			none	none		none	none	24	4	400	0.4	400	visible	25	1	gas	2.26	orthorhombic	4	2.10375
89	23	https://doi.org/10.1016/j.cej.2019.05.001	15BWO-OV/BOI	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	15	UT	none			none	none		none	none	24	4	400	0.4	400	visible	25	1	gas	2.26	orthorhombic	4	1.89125
90	23	https://doi.org/10.1016/j.cej.2019.05.001	20BWO-OV/BOI	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	20	UT	none			none	none		none	none	24	4	400	0.4	400	visible	25	1	gas	2.26	orthorhombic	4	1.68125
91	24	https://doi.org/10.1002/adfm.201800136	Ti3C2/Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	0	UT	none			none	none		none	none	17	24	120	0.1	760	visible	25	1	gas	2.9	orthorhombic	4	0.48
92	24	https://doi.org/10.1002/adfm.201800136	Ti3C2/Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	0.5	UT	none			none	none		none	none	24	24	120	0.1	760	visible	25	1	gas	2.9	orthorhombic	4	1.12
93	24	https://doi.org/10.1002/adfm.201800136	Ti3C2/Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	1	UT	none			none	none		none	none	25	24	120	0.1	760	visible	25	1	gas	2.9	orthorhombic	4	2.04
94	24	https://doi.org/10.1002/adfm.201800136	Ti3C2/Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	2	UT	none			none	none		none	none	36	24	120	0.1	760	visible	25	1	gas	2.9	orthorhombic	4	2.22
95	24	https://doi.org/10.1002/adfm.201800136	Ti3C2/Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	5	UT	none			none	none		none	none	17	24	120	0.1	760	visible	25	1	gas	2.9	orthorhombic	4	1.07
96	25	https://doi.org/10.1016/j.apsusc.2017.01.171	MoS2/Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	0.2	HT	none			none	none		none	none	24	2	400	0.05	420	visible	4	1	gas	2.59	orthorhombic	4	14.725
97	25	https://doi.org/10.1016/j.apsusc.2017.01.171	MoS2/Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	0.3	HT	none			none	none		none	none	24	2	400	0.05	420	visible	4	1	gas	2.62	orthorhombic	4	14.74
98	25	https://doi.org/10.1016/j.apsusc.2017.01.171	MoS2/Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	0.4	HT	none			none	none		none	none	24	2	400	0.05	420	visible	4	1	gas	2.55	orthorhombic	4	18.2
99	25	https://doi.org/10.1016/j.apsusc.2017.01.171	MoS2/Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	0.5	HT	none			none	none		none	none	24	2	400	0.05	420	visible	4	1	gas	2.6	orthorhombic	4	12.6
100	26	https://doi.org/10.1007/s12274-017-1435-4	PBW	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	18.7	24	140		400	visible	25	1	gas	2.7	orthorhombic	4	0.095
101	26	https://doi.org/10.1007/s12274-017-1435-4	UBW	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	25.63	24	140		400	visible	25	1	gas	2.7	orthorhombic	4	0.29125
102	26	https://doi.org/10.1007/s12274-017-1435-4	0.5CQDs/UBW	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	0.5	HT	none			none	none		none	none	25.96	24	140		400	visible	25	1	gas	2.7	orthorhombic	4	0.70625
103	26	https://doi.org/10.1007/s12274-017-1435-4	1CQDs/UBW	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	1	HT	none			none	none		none	none	26.21	24	140		400	visible	25	1	gas	2.7	orthorhombic	4	0.89875
104	26	https://doi.org/10.1007/s12274-017-1435-4	3CQDs/UBW	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	3	HT	none			none	none		none	none	26.73	24	140		400	visible	25	1	gas	2.7	orthorhombic	4	0.58875
105	26	https://doi.org/10.1007/s12274-017-1435-4	5CQDs/UBW	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	5	HT	none			none	none		none	none	27.14	24	140		400	visible	25	1	gas	2.7	orthorhombic	4	0.49375
106	27	https://doi.org/10.1039/C4TA06295G	Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	No		HT	none			none	none		none	none	4.1	2	150	0.1	420	visible	25	1	gas	2.75	orthorhombic	4	0.8125
107	27	https://doi.org/10.1039/C4TA06295G	g-C3N4-0.05/Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	0.05 by weight	HT	none			none	none		none	none	8.7	2	150	0.1	420	visible	25	1	gas	2.69	orthorhombic	4	1.8125
108	27	https://doi.org/10.1039/C4TA06295G	g-C3N4-0.1/Bi2WO7	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	0.1	HT	none			none	none		none	none	9.1	2	150	0.1	420	visible	25	1	gas	2.69	orthorhombic	4	5.2
109	27	https://doi.org/10.1039/C4TA06295G	g-C3N4-0.15/Bi2WO8	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	0.15	HT	none			none	none		none	none	18	2	150	0.1	420	visible	25	1	gas	2.69	orthorhombic	4	4.1625
110	27	https://doi.org/10.1039/C4TA06295G	g-C3N4-0.2/Bi2WO9	layered	Bi2WO6	Bi	2			W	1	O	6	Yes	0.2	HT	none			none	none		none	none	25.2	2	150	0.1	420	visible	25	1	gas	2.69	orthorhombic	4	2.9875
111	28	https://doi.org/10.1016/j.apcata.2011.10.044	KNb3O8	layered	KNb3O8	K	1			Nb	3	O	8	No		SS	none			none	none		none	none	2.7	4	700	0.1		visible	25	1	gas	3.7	orthorhombic	0.08	0.11
112	28	https://doi.org/10.1016/j.apcata.2011.10.044	HNb3O8	layered	HNb3O8	H	1			Nb	3	O	8	No		SS	none			none	none		none	none	6.5	4	700	0.1		visible	25	1	gas	3.74	orthorhombic	0.08	0.17
113	28	https://doi.org/10.1016/j.apcata.2011.10.044	KNb3O8	layered	KNb3O8	K	1			Nb	3	O	8	No		HT	none			none	none		none	none	28.8	4	700	0.1		visible	25	1	gas	3.66	orthorhombic	0.08	1.71
114	28	https://doi.org/10.1016/j.apcata.2011.10.044	HNb3O8	layered	HNb3O8	H	1			Nb	3	O	8	No		HT	none			none	none		none	none	39.4	4	700	0.1		visible	25	1	gas	3.66	orthorhombic	0.08	3.58
115	29	10.1039/c2ta00260d	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		FAPO	none		0.5	photodeposition	Pt		none	none	42.1	10	500	0.3		visible			gas	3.25	cubic	0.08	1.7625
116	29	10.1039/c2ta00260d	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		FAPO	none		0.5	photodeposition	Pt		none	none	27.5	10	600	0.3		visible			gas	3.25	cubic	0.08	0.958333333
117	29	10.1039/c2ta00260d	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		FAPO	none		0.5	photodeposition	Pt		none	none	12.4	10	700	0.3		visible			gas	3.4	orthorhombic	0.08	0.25
118	29	10.1039/c2ta00260d	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		FAPO	none		0.5	photodeposition	Pt		none	none	8.9	10	800	0.3		visible			gas	3.4	orthorhombic	0.08	0.054166667
119	29	10.1039/c2ta00260d	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		FAPO	none		0.5	photodeposition	Pt		none	none	6.8	10	900	0.3		visible			gas	3.4	orthorhombic	0.08	0.004166667
120	30	https://doi.org/10.3390/catal11040461	RuO2-SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		sonication	none		0.2	impregnation	Ru		none	none	30	2	350	0.02		visible	200	1.5	gas	2.7	cubic	4	17
121	30	https://doi.org/10.3390/catal11040461	RuO2-SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		sonication	none		0.4	impregnation	Ru		none	none	30	2	350	0.02		visible	200	1.5	gas	2.87	cubic	4	41
122	30	https://doi.org/10.3390/catal11040461	RuO2-SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		sonication	none		0.8	impregnation	Ru		none	none	30	2	350	0.02		visible	200	1.5	gas	2.88	cubic	4	60
123	30	https://doi.org/10.3390/catal11040461	RuO2-SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		sonication	none		0.8	impregnation	Ru		none	none	30	2	350	0.02		visible	150	1.5	gas	2.88	cubic	4	28.45
124	30	https://doi.org/10.3390/catal11040461	RuO2-SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		sonication	none		0.8	impregnation	Ru		none	none	30	2	350	0.02		visible	100	1.5	gas	2.88	cubic	4	22.8
125	30	https://doi.org/10.3390/catal11040461	RuO2-SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		sonication	none		0.8	impregnation	Ru		none	none	30	2	350	0.02		visible	50	1.5	gas	2.88	cubic	4	15.5
126	31	10.1039/C4PP00407H	Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none		0.5	photodeposition	Pt		none	none	40	4	300	2.2		visible	140		gas	2.9	orthorhombic	2	6.7
127	32	https://doi.org/10.1039/C4TA00105B	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		PC	none		0.5	photodeposition	Pt		none	none	71.2	10	400	0.25	300	UV			gas	2.16	cubic	2	1.964
128	32	https://doi.org/10.1039/C4TA00105B	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		PC	none		0.5	photodeposition	Pt		none	none	64.4	10	450	0.25	300	UV			gas	2.15	cubic	2	2.184
129	32	https://doi.org/10.1039/C4TA00105B	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		PC	none		0.5	photodeposition	Pt		none	none	58.2	10	475	0.25	300	UV			gas	2.14	cubic	2	2.344
130	32	https://doi.org/10.1039/C4TA00105B	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		PC	none		0.5	photodeposition	Pt		none	none	50.2	10	500	0.25	300	UV			gas	2.12	cubic-orthorhombic	2	2.3
131	32	https://doi.org/10.1039/C4TA00105B	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		PC	none		0.5	photodeposition	Pt		none	none	43.1	10	525	0.25	300	UV			gas	2.1	orthorhombic	2	1.984
132	32	https://doi.org/10.1039/C4TA00105B	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		PC	none		0.5	photodeposition	Pt		none	none	34.5	10	550	0.25	300	UV			gas	2.08	orthorhombic	2	1.356
133	32	https://doi.org/10.1039/C4TA00105B	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		PC	none		0.5	photodeposition	Pt		none	none	28.3	10	600	0.25	300	UV			gas	2.06	orthorhombic	2	0.876
309	62	https://doi.org/10.1016/j.jece.2023.109615	CaTiO3	titanate	CaTiO3	Ca	1			Ti	1	O	3	No		HT	none			none	none		none	none	47.89		1575	0.02		visible	30		gas	3.5	orthorhombic	0.67	13.09
317	64	https://doi.org/10.1007/s12274-023-6285-7	LaFeO3	ferrite	LaFeO3	La	1			Fe	1	O	3	No		SG	none		8	none	none		none	none		4	700	0.1		UV	25	1	gas	2.2	orthorhombic	2	3.9
318	64	https://doi.org/10.1007/s12274-023-6285-7	LaFeO3	ferrite	LaFeO3	La	1			Fe	1	O	3	Yes		SG	Bi		8	none	none		none	none		4	700	0.1		UV	25	1	gas	2.12	orthorhombic	2	6.9
319	64	https://doi.org/10.1007/s12274-023-6285-7	LaFeO3	ferrite	LaFeO3	La	1			Fe	1	O	3	Yes		SG	Y		8	none	none		none	none		4	700	0.1		UV	25	1	gas	2.02	orthorhombic	2	3.2
320	64	https://doi.org/10.1007/s12274-023-6285-7	LaFeO3	ferrite	LaFeO3	La	1			Fe	1	O	3	Yes		SG	Ce		8	none	none		none	none		4	700	0.1		UV	25	1	gas	1.98	orthorhombic	2	2.1
